order_id,line_number,transaction_ts,store_id,customer_id,product_id,quantity,unit_price,discount_amount,payment_method,order_status,source_system
ORD-714237,1,2026-07-20 14:23:18,11,622,41,1,$15.59,0.0,Credit Card,Completed,POS-v2
ORD-714423,1,2026-07-20 14:30:58,20,114,186,1,437.54,0.0,Gift Card,CANCELLED,POS-v2
ORD-713801,2,2026-07-18 16:48:42,17,376,224,2,180.57,72.23,Credit Card,Completed,POS-v2
ORD-714505,3,2026-07-21 16:13:35,12,123,111,1,99.58,4.98,Credit Card,Completed,POS-v2
ORD-713896,1,2026-07-18 14:24:24,20,579,74,1,50.24,7.54,Gift Card,Completed,POS-v2
ORD-714115,1,2026-07-19 17:01:48,15,,224,5,180.57,0.0,Credit Card,Completed,POS-v2
ORD-714091,3,2026-07-19 14:10:55,7,,117,1,1117.37,0.0,Debit Card,Completed,POS-v2
ORD-714379,3,2026-07-20 17:36:45,20,136,168,2,7.91,0.0,Cash,Completed,POS-v2
ORD-576621,2,2024-09-12 13:40:35,2,821,85,1,824.56,0.0,Mobile Pay,Returned,POS-v2
ORD-714586,3,2026-07-21 16:49:30,21,717,75,1,101.78,10.18,Mobile Pay,Returned,WEB
ORD-713986,2,2026-07-19 16:15:43,6,349,238,1,111.07,0.0,Credit Card,Returned,POS-v2
ORD-713191,3,2026-07-15 15:26:44,3,740,178,2,17.45,0.0,Gift Card,Completed,POS-v2
ORD-714390,1,2026-07-20 17:48:45,21,636,172,1,136.55,0.0,Gift Card,Completed,WEB
ORD-521963,1,2023-11-17 16:52:58,11,441,46,1,19.79,0.0,Gift Card,Returned,POS-v2
ORD-714338,2,2026-07-20 20:58:26,4,587,166,2,4.90,0.0,Mobile Pay,Completed,POS-v2
ORD-714187,2,2026-07-19 08:16:34,17,446,53,1,488.62,0.0,Credit Card,Completed,POS-v2
ORD-713243,1,2026-07-15 20:25:11,20,844,148,1,71.49,0.0,Mobile Pay,Returned,POS-v2
ORD-713982,1,2026-07-19 13:44:20,2,553,4,1,6.69,0.0,Gift Card,Completed,POS-v2
ORD-714419,2,2026-07-20 20:01:18,7,995,148,1,71.49,0.0,Credit Card,Completed,POS-v2
ORD-713744,1,2026-07-18 15:22:47,14,914,23,1,5.78,0.0,Debit Card,Completed,POS-v2
ORD-713297,3,2026-07-15 16:12:41,7,206,36,1,78.85,0.0,Gift Card,Cancelled,POS-v2
ORD-713497,2,2026-07-17 15:22:55,3,58,192,1,172.13,0.0,Gift Card,Completed,POS-v2
ORD-714483,1,2026-07-21 18:50:18,17,551,243,1,57.56,0.0,Credit Card,Completed,POS-v2
ORD-713701,2,2026-07-18 19:08:37,3,977,152,1,44.47,0.0,Mobile Pay,Completed,POS-v2
ORD-714554,2,2026-07-21 15:58:40,19,1118,23,1,5.78,0.87,Debit Card,Completed,POS-v2
ORD-714572,1,2026-07-21 14:29:32,15,624,100,1,70.39,7.04,Gift Card,Completed,POS-v2
ORD-713420,4,2026-07-16 21:26:07,20,670,73,2,156.03,0.0,Credit Card,Completed,POS-v2
ORD-713276,3,2026-07-15 13:59:10,11,,183,2,145.87,29.17,Cash,Completed,POS-v2
ORD-713241,1,2026-07-15 13:39:49,3,521,133,5,602.18,0.0,Mobile Pay,Completed,POS-v2
ORD-713523,2,2026-07-17 14:16:57,7,430,50,1,215.03,10.75,Credit Card,Completed,POS-v2
ORD-714519,2,2026-07-21 21:23:07,5,252,104,1,67.69,0.0,Mobile Pay,Completed,POS-v2
ORD-714116,2,2026-07-19 17:17:51,5,188,240,3,14.88,0.0,Cash,Completed,POS-v2
ORD-714313,1,2026-07-20 15:45:04,19,1032,111,1,99.58,0.0,Debit Card,Completed,POS-v2
ORD-714224,2,2026-07-20 14:17:29,17,411,158,1,25.03,0.0,Credit Card,Returned,POS-v2
ORD-713747,1,2026-07-18 12:24:32,18,192,224,1,180.57,9.03,Debit Card,Completed,POS-v2
ORD-714047,2,2026-07-19 13:06:12,6,558,37,1,16.94,0.0,Credit Card,Cancelled,POS-v2
ORD-713442,1,2026-07-16 09:55:35,7,,180,1,84.76,0.0,Mobile Pay,Completed,POS-v2
ORD-713567,2,2026-07-17 15:51:13,21,723,84,1,50.83,0.0,Credit Card,Completed,WEB
ORD-714025,2,2026-07-19 12:14:56,16,27,207,1,70.84,0.0,Mobile Pay,Completed,POS-v2
ORD-713620,1,2026-07-17 09:07:22,10,72,58,1,10.46,0.0,Credit Card,Completed,POS-v2
ORD-714566,1,2026-07-21 11:32:26,14,105,178,1,17.45,3.49,Credit Card,Completed,POS-v2
ORD-714478,3,2026-07-21 19:04:00,20,,184,1,83.24,0.0,Cash,Completed,POS-v2
ORD-714147,1,2026-07-19 14:17:22,3,817,25,1,12.30,0.0,Credit Card,Cancelled,POS-v2
ORD-713537,2,2026-07-17 20:01:31,5,1115,17,1,115.98,0.0,Mobile Pay,Completed,POS-v2
ORD-714223,3,2026-07-20 16:41:12,18,,96,1,66.59,0.0,Mobile Pay,Completed,POS-v2
ORD-713519,2,2026-07-17 21:08:44,12,790,37,1,16.94,1.69,Debit Card,Completed,POS-v2
ORD-713484,3,2026-07-16 09:40:20,2,869,76,2,474.35,0.0,Gift Card,Completed,POS-v2
ORD-714055,1,2026-07-19 15:59:59,11,1131,26,1,24.96,0.0,Debit Card,Completed,POS-v2
ORD-645766,2,2025-08-30 16:48:35,15,617,127,1,56.77,0.0,Credit Card,Returned,POS-v2
ORD-713911,2,2026-07-18 12:41:41,18,134,147,1,60.30,12.06,Gift Card,Completed,POS-v2
ORD-713900,1,2026-07-18 15:41:37,2,756,233,1,50.90,0.0,Credit Card,Completed,POS-v2
ORD-713860,1,2026-07-18 08:23:09,1,1121,89,1,293.17,0.0,Debit Card,Returned,POS-v2
ORD-713944,1,2026-07-18 15:43:15,14,384,2,2,328.81,0.0,Gift Card,Completed,POS-v2
ORD-714523,1,2026-07-21 20:46:10,16,123,218,1,28.28,0.0,Credit Card,Completed,POS-v2
ORD-713265,2,2026-07-15 10:56:34,15,931,133,5,602.18,0.0,Mobile Pay,Completed,POS-v2
ORD-714455,2,2026-07-21 17:23:58,4,791,160,1,1082.37,162.36,Gift Card,Completed,POS-v2
ORD-713894,1,2026-07-18 14:31:55,3,689,119,1,438.82,0.0,Debit Card,Completed,POS-v2
ORD-714315,1,2026-07-20 14:01:45,13,602,71,1,11.90,0.0,Gift Card,Completed,POS-v2
ORD-714176,2,2026-07-19 13:10:32,13,1195,163,2,107.45,0.0,Debit Card,Completed,POS-v2
ORD-713950,2,2026-07-18 09:07:15,11,1084,70,1,237.97,0.0,Credit Card,Cancelled,POS-v2
ORD-713997,1,2026-07-19 12:42:51,19,766,169,1,24.37,0.0,Credit Card,Completed,POS-v2
ORD-713623,1,2026-07-17 19:19:43,20,682,163,2,107.45,0.0,Gift Card,Completed,POS-v2
ORD-714126,2,2026-07-19 10:38:46,18,581,63,1,113.03,0.0,Debit Card,Completed,POS-v2
ORD-713420,4,2026-07-16 21:26:07,20,670,73,2,156.03,0.0,Credit Card,Completed,POS-v2
ORD-714242,3,2026-07-20 18:56:22,2,586,146,3,135.01,0.0,Mobile Pay,Completed,POS-v2
ORD-555052,1,2024-05-13 16:06:47,20,406,196,1,50.99,0.0,Cash,Returned,POS-v2
ORD-713202,2,2026-07-15 16:47:48,16,113,31,1,69.04,10.36,Gift Card,Completed,POS-v2
ORD-713229,2,2026-07-15 13:13:48,13,943,115,1,80.31,0.0,Mobile Pay,Completed,POS-v2
ORD-713831,4,2026-07-18 15:18:53,1,221,23,2,5.78,0.0,Mobile Pay,Cancelled,POS-v2
ORD-714237,3,2026-07-20 14:23:18,11,622,90,-2,125.43,0.0,Gift Card,Completed,POS-v2
ORD-713558,1,2026-07-17 13:58:12,20,310,73,1,156.03,0.0,Debit Card,Completed,POS-v2
ORD-713314,2,2026-07-16 16:53:30,3,425,17,1,115.98,0.0,Credit Card,Completed,POS-v2
ORD-713315,1,2026-07-16 21:00:27,10,573,230,1,40.82,0.0,Mobile Pay,Cancelled,POS-v2
ORD-714139,1,2026-07-19 10:52:39,9,873,123,2,23.83,0.0,Cash,Completed,POS-v2
ORD-713240,1,2026-07-15 21:10:51,15,,230,1,40.82,0.0,Cash,Completed,POS-v2
ORD-714067,1,2026-07-19 19:36:57,11,551,195,1,610.56,30.53,Debit Card,Completed,POS-v2
ORD-713192,1,2026-07-15 18:23:17,10,437,26,2,24.96,0.0,Credit Card,Completed,POS-v2
ORD-713427,3,2026-07-16 12:12:55,8,1164,70,2,237.97,0.0,Debit Card,Completed,POS-v2
ORD-713935,4,2026-07-18 10:28:18,14,663,134,2,392.62,0.0,Cash,Returned,POS-v2
ORD-713848,1,2026-07-18 19:21:04,5,819,123,1,23.83,0.0,Gift Card,Completed,POS-v2
ORD-714588,1,2026-07-21 11:10:54,9,998,132,1,29.88,0.0,Gift Card,Completed,POS-v2
ORD-713547,2,2026-07-17 16:30:47,7,548,19,1,16.07,0.0,Cash,COMPLETED,POS-v2
ORD-713825,1,2026-07-18 18:58:05,5,1020,144,3,45.16,13.55,Gift Card,Completed,POS-v2
ORD-713523,3,2026-07-17 14:16:57,7,430,159,5,126.56,31.64,Gift Card,Returned,POS-v2
ORD-714021,3,2026-07-19 17:49:20,5,869,47,1,481.76,48.18,Gift Card,Completed,POS-v2
ORD-713580,1,2026-07-17 14:51:48,14,1191,108,1,152.24,7.61,Cash,Completed,POS-v2
ORD-714065,2,2026-07-19 19:38:04,14,873,126,1,5.42,0.0,Credit Card,Completed,POS-v2
ORD-714375,3,2026-07-20 19:58:06,11,1057,127,1,56.77,0.0,Credit Card,Completed,POS-v2
ORD-714536,1,2026-07-21 16:26:53,4,1122,31,1,69.04,13.81,Gift Card,Completed,POS-v2
ORD-714177,2,2026-07-19 10:35:27,8,1172,155,2,19.51,0.0,Credit Card,Completed,POS-v2
ORD-714251,1,2026-07-20 17:44:06,6,249,77,1,361.16,18.06,Mobile Pay,COMPLETED,POS-v2
ORD-660180,2,2025-11-08 18:39:35,20,,245,1,296.34,0.0,Credit Card,Returned,POS-v2
ORD-713999,1,2026-07-19 11:06:08,18,877,214,1,14.10,0.0,Debit Card,Completed,POS-v2
ORD-713846,1,2026-07-18 10:22:24,8,430,33,1,92.00,0.0,Credit Card,Completed,POS-v2
ORD-686148,1,2026-03-04 18:30:40,3,1157,120,-1,91.88,0.0,Credit Card,Returned,POS-v2
ORD-713889,1,2026-07-18 20:27:12,11,464,242,1,16.09,0.0,Credit Card,Completed,POS-v2
ORD-713814,2,2026-07-18 19:17:02,11,,129,1,24.64,0.0,Mobile Pay,Completed,POS-v2
ORD-714408,1,2026-07-20 09:05:55,18,815,232,1,40.48,0.0,Mobile Pay,Cancelled,POS-v2
ORD-713338,3,2026-07-16 16:57:39,19,690,134,1,392.62,19.63,Credit Card,Completed,POS-v2
ORD-713143,2,2026-07-15 13:02:54,6,490,227,1,134.16,0.0,Debit Card,Completed,POS-v2
ORD-713906,2,2026-07-18 13:19:33,10,135,176,3,305.12,0.0,Cash,Completed,POS-v2
ORD-713637,1,2026-07-17 12:52:55,7,523,86,1,2.14,0.0,Credit Card,Returned,POS-v2
ORD-714538,2,2026-07-21 08:42:49,1,722,131,1,128.39,0.0,Credit Card,Completed,POS-v2
ORD-713152,1,2026-07-15 11:47:33,18,981,99,1,65.31,6.53,Debit Card,Completed,POS-v2
ORD-713402,1,2026-07-16 11:53:57,1,262,215,1,95.16,4.76,Mobile Pay,Completed,POS-v2
ORD-713175,3,2026-07-15 14:51:32,2,982,86,3,2.14,0.0,Cash,Completed,POS-v2
ORD-713924,1,2026-07-18 18:35:05,11,357,33,1,92.00,0.0,Mobile Pay,Completed,POS-v2
ORD-713432,1,2026-07-16 10:10:28,12,923,244,1,20.58,1.03,Gift Card,Cancelled,POS-v2
ORD-714199,2,2026-07-19 15:07:36,19,364,178,1,17.45,2.62,Mobile Pay,Completed,POS-v2
ORD-714221,4,2026-07-19 15:49:14,2,861,145,1,20.64,0.0,Mobile Pay,Completed,POS-v2
ORD-713227,1,2026-07-15 13:48:05,9,,165,2,59.42,5.94,Mobile Pay,Completed,POS-v2
ORD-713449,2,2026-07-16 14:09:34,9,938,98,2,164.21,0.0,Credit Card,Completed,POS-v2
ORD-714021,2,2026-07-19 17:49:20,5,869,39,1,47.04,0.0,Cash,Returned,POS-v2
ORD-714527,2,2026-07-21 15:03:12,4,751,208,2,74.89,0.0,Gift Card,Completed,POS-v2
ORD-713681,1,2026-07-17 18:00:43,2,635,19,1,16.07,0.0,Mobile Pay,COMPLETED,POS-v2
ORD-709767,1,2026-06-28 15:01:23,19,902,200,1,42.31,6.35,Gift Card,Returned,POS-v2
ORD-583079,1,2024-10-18 19:47:43,17,42,59,1,2.47,0.0,Debit Card,Returned,POS-v2
ORD-714005,1,2026-07-19 11:39:50,7,1110,71,1,11.90,0.0,Credit Card,Completed,POS-v2
ORD-713288,1,2026-07-15 19:53:27,4,431,14,1,81.28,12.19,Credit Card,Completed,POS-v2
ORD-714126,1,2026-07-19 10:38:46,18,581,115,1,80.31,0.0,Credit Card,Completed,POS-v2
ORD-713412,2,2026-07-16 12:07:50,4,949,211,1,34.56,0.0,Cash,Completed,POS-v2
ORD-713932,2,2026-07-18 14:05:33,12,535,24,1,1052.95,0.0,Debit Card,Completed,POS-v2
ORD-714540,1,2026-07-21 10:26:32,15,384,206,2,40.72,16.29,Mobile Pay,Returned,POS-v2
ORD-714427,1,2026-07-21 15:26:26,2,362,45,2,11.11,0.0,Debit Card,Completed,POS-v2
ORD-714064,1,2026-07-19 20:51:03,4,420,234,1,129.98,0.0,Cash,Completed,POS-v2
ORD-714599,1,2026-07-21 15:47:08,11,,190,1,212.33,0.0,Gift Card,Completed,POS-v2
ORD-713404,4,2026-07-16 17:26:40,16,771,108,1,152.24,7.61,Gift Card,COMPLETED,POS-v2
ORD-713137,1,2026-07-15 17:52:51,9,279,73,5,156.03,0.0,Cash,Completed,POS-v2
ORD-714573,2,2026-07-21 21:04:32,11,1119,24,1,1052.95,0.0,Credit Card,Completed,POS-v2
ORD-521432,2,2023-11-14 12:03:49,16,851,119,1,438.82,21.94,Credit Card,Returned,POS-v2
ORD-713781,1,2026-07-18 14:17:20,1,698,116,1,131.65,0.0,Cash,Completed,POS-v2
ORD-714267,1,2026-07-20 18:30:45,5,1035,166,2,4.90,0.0,Debit Card,Completed,POS-v2
ORD-714033,3,2026-07-19 18:43:41,19,891,143,1,1.79,0.36,Credit Card,Completed,POS-v2
ORD-714522,1,2026-07-21 13:40:40,16,137,82,5,597.41,0.0,Credit Card,Completed,POS-v2
ORD-611767,1,2025-03-04 19:52:21,19,,122,1,1194.92,0.0,Mobile Pay,Returned,POS-v2
ORD-714071,1,2026-07-19 16:24:21,17,165,128,2,72.85,0.0,Gift Card,Completed,POS-v2
ORD-713407,2,2026-07-16 19:55:41,3,555,109,1,91.47,9.15,Credit Card,Completed,POS-v2
ORD-714324,1,2026-07-20 19:13:42,5,394,113,1,9.01,0.0,Gift Card,Completed,POS-v2
ORD-714052,1,2026-07-19 18:46:18,15,1197,63,1,113.03,0.0,Credit Card,Completed,POS-v2
ORD-714175,1,2026-07-19 13:52:39,14,661,79,1,203.27,30.49,Gift Card,Completed,POS-v2
ORD-713572,1,2026-07-17 19:55:32,21,1181,156,3,385.29,0.0,Gift Card,Completed,WEB
ORD-713699,1,2026-07-18 11:06:03,2,728,28,1,204.69,0.0,Credit Card,Returned,POS-v2
ORD-713992,1,2026-07-19 21:29:46,19,265,154,1,41.08,0.0,Cash,Completed,POS-v2
ORD-714074,2,2026-07-19 11:02:00,7,1044,185,1,93.73,4.69,Mobile Pay,Cancelled,POS-v2
ORD-713594,2,2026-07-17 10:41:27,4,163,36,2,78.85,15.77,Gift Card,Completed,POS-v2
ORD-714001,1,2026-07-19 17:34:03,11,446,48,1,32.92,0.0,Credit Card,Cancelled,POS-v2
ORD-537992,2,2024-02-02 19:45:26,10,514,13,1,55.30,8.29,Gift Card,Returned,POS-v2
ORD-714574,4,2026-07-21 16:28:45,4,42,217,5,81.50,81.5,Gift Card,Completed,POS-v2
ORD-714582,2,2026-07-21 15:58:57,2,763,67,1,16.30,0.0,Credit Card,Cancelled,POS-v2
ORD-713170,1,2026-07-15 18:43:27,16,218,71,1,11.90,0.0,Cash,Completed,POS-v2
ORD-713529,1,2026-07-17 15:31:10,17,930,94,1,376.00,0.0,Credit Card,COMPLETED,POS-v2
ORD-713198,2,2026-07-15 21:09:51,19,504,173,5,2.96,0.0,Gift Card,COMPLETED,POS-v2
ORD-714044,2,2026-07-19 09:07:23,15,161,221,1,17.16,0.0,Gift Card,Completed,POS-v2
ORD-713178,1,2026-07-15 20:24:57,12,982,182,1,195.25,0.0,Credit Card,Completed,POS-v2
ORD-714275,1,2026-07-20 10:53:20,18,1165,233,2,50.90,0.0,Cash,Completed,POS-v2
ORD-713813,1,2026-07-18 16:05:22,5,35,50,1,215.03,0.0,Credit Card,Returned,POS-v2
ORD-714168,2,2026-07-19 20:59:13,14,1007,103,1,37.96,0.0,Debit Card,Completed,POS-v2
ORD-555314,3,2024-05-15 09:00:01,4,948,207,2,70.84,0.0,Mobile Pay,Returned,POS-v2
ORD-714069,1,2026-07-19 08:04:48,1,720,203,1,53.83,0.0,Cash,Completed,POS-v2
ORD-713502,2,2026-07-17 20:16:20,2,790,103,1,37.96,0.0,Cash,Completed,POS-v2
ORD-713268,2,2026-07-15 16:56:46,3,15,39,1,47.04,0.0,Cash,Completed,POS-v2
ORD-713476,1,2026-07-16 08:02:58,9,736,148,1,71.49,0.0,Credit Card,Returned,POS-v2
ORD-714150,2,2026-07-19 18:16:34,18,,41,1,15.59,0.0,Gift Card,Completed,POS-v2
ORD-714119,1,2026-07-19 13:47:10,4,300,150,1,105.01,5.25,Mobile Pay,Completed,POS-v2
ORD-714054,2,2026-07-19 10:30:42,1,1032,123,1,23.83,4.77,Mobile Pay,Completed,POS-v2
ORD-713257,1,2026-07-15 17:01:45,13,964,52,1,244.00,12.2,Debit Card,Completed,POS-v2
ORD-713801,1,2026-07-18 16:48:42,17,376,210,1,44.71,2.24,Debit Card,Completed,POS-v2
ORD-714400,1,2026-07-20 12:29:34,13,240,194,2,131.67,0.0,Mobile Pay,Completed,POS-v2
ORD-713740,1,2026-07-18 12:46:47,8,834,48,3,32.92,14.81,Mobile Pay,Completed,POS-v2
ORD-714587,2,2026-07-21 18:55:36,4,430,182,1,195.25,0.0,Gift Card,Completed,POS-v2
ORD-635584,1,2025-07-08 11:16:38,20,181,233,1,50.90,0.0,Cash,Returned,POS-v2
ORD-713999,3,2026-07-19 11:06:08,18,877,102,1,428.38,0.0,Gift Card,Completed,POS-v2
ORD-713787,1,2026-07-18 16:54:18,5,573,105,2,46.98,0.0,Mobile Pay,Completed,POS-v2
ORD-714168,3,2026-07-19 20:59:13,14,1007,136,1,55.76,0.0,Mobile Pay,Completed,POS-v2
ORD-596960,1,2024-12-13 21:18:27,15,334,230,1,40.82,0.0,Mobile Pay,Returned,POS-v2
ORD-714346,1,2026-07-20 14:03:08,8,400,109,1,91.47,0.0,Debit Card,Completed,POS-v2
ORD-714261,1,2026-07-20 18:09:08,5,836,181,1,170.57,0.0,Credit Card,Completed,POS-v2
ORD-714232,1,2026-07-20 10:48:34,14,354,18,2,97.64,0.0,Credit Card,COMPLETED,POS-v2
ORD-714409,1,2026-07-20 18:14:42,12,794,120,2,91.88,0.0,Debit Card,Returned,POS-v2
ORD-713677,1,2026-07-17 18:11:27,21,535,247,2,88.74,0.0,Gift Card,Returned,WEB
ORD-714074,3,2026-07-19 11:02:00,7,1044,177,1,35.36,0.0,Cash,Cancelled,POS-v2
ORD-714546,2,2026-07-21 08:47:43,4,323,75,1,101.78,0.0,Gift Card,Completed,POS-v2
ORD-713272,1,2026-07-15 12:11:32,13,210,67,5,16.30,12.22,Credit Card,Completed,POS-v2
ORD-713772,2,2026-07-18 14:26:48,16,886,72,1,24.49,0.0,Gift Card,Completed,POS-v2
ORD-714270,1,2026-07-20 15:25:15,7,1112,215,1,95.16,0.0,Gift Card,Cancelled,POS-v2
ORD-713574,3,2026-07-17 11:40:45,20,551,77,1,361.16,18.06,Gift Card,Cancelled,POS-v2
ORD-713867,1,2026-07-18 17:12:53,1,43,244,1,20.58,0.0,Credit Card,Completed,POS-v2
ORD-714325,3,2026-07-20 15:27:15,8,14,73,1,156.03,0.0,Cash,Completed,POS-v2
ORD-714244,1,2026-07-20 21:05:53,20,382,93,1,393.66,0.0,Cash,Completed,POS-v2
ORD-713485,1,2026-07-16 16:29:38,11,338,163,1,107.45,0.0,Gift Card,Completed,POS-v2
ORD-713535,1,2026-07-17 11:12:48,7,783,98,1,164.21,0.0,Cash,Completed,POS-v2
ORD-714462,2,2026-07-21 16:37:20,16,1079,123,1,23.83,0.0,Gift Card,COMPLETED,POS-v2
ORD-714537,2,2026-07-21 13:43:31,18,,202,1,561.01,0.0,Cash,Completed,POS-v2
ORD-714411,2,2026-07-20 19:30:21,21,199,57,2,67.39,0.0,Cash,Completed,WEB
ORD-714320,1,2026-07-20 19:31:42,14,570,101,1,1276.11,0.0,Debit Card,Completed,POS-v2
ORD-713874,1,2026-07-18 14:37:59,6,125,129,2,24.64,4.93,Mobile Pay,Cancelled,POS-v2
ORD-713383,2,2026-07-16 13:49:02,19,169,8,1,16.90,0.0,Debit Card,Returned,POS-v2
ORD-517806,1,2023-10-30 13:34:52,17,609,189,3,648.50,0.0,Cash,Returned,POS-v2
ORD-713720,2,2026-07-18 16:53:03,17,1035,70,1,237.97,47.59,Gift Card,Completed,POS-v2
ORD-713476,2,2026-07-16 08:02:58,9,736,66,1,9.23,0.0,Credit Card,Completed,POS-v2
ORD-713965,1,2026-07-18 14:44:53,2,994,78,1,673.47,0.0,Cash,Cancelled,POS-v2
ORD-713839,2,2026-07-18 15:01:20,2,487,87,1,3.41,0.17,Cash,Returned,POS-v2
ORD-713862,3,2026-07-18 18:28:56,19,,246,1,113.08,0.0,Credit Card,Completed,POS-v2
ORD-713906,3,2026-07-18 13:19:33,10,135,228,1,27.53,0.0,Credit Card,Completed,POS-v2
ORD-714506,1,2026-07-21 14:30:48,21,1093,34,5,8.35,0.0,Gift Card,Completed,WEB
ORD-713145,1,2026-07-15 12:51:19,19,,63,1,113.03,0.0,Gift Card,Completed,POS-v2
ORD-714195,2,2026-07-19 11:11:48,20,783,148,1,$71.49,7.15,Mobile Pay,COMPLETED,POS-v2
ORD-714465,2,2026-07-21 14:03:45,9,946,67,1,16.30,0.0,Cash,Completed,POS-v2
ORD-713510,1,2026-07-17 08:01:40,18,61,52,1,244.00,24.4,Gift Card,Completed,POS-v2
ORD-714509,1,2026-07-21 16:16:45,16,631,107,1,108.85,0.0,Cash,Cancelled,POS-v2
ORD-714326,1,2026-07-20 12:47:34,13,941,84,2,50.83,0.0,Cash,Completed,POS-v2
ORD-713282,1,2026-07-15 20:38:47,2,624,154,1,41.08,8.22,Debit Card,Completed,POS-v2
ORD-713184,1,2026-07-15 14:50:24,6,,188,1,117.59,0.0,Credit Card,Returned,POS-v2
ORD-713885,1,2026-07-18 15:17:43,19,401,23,1,5.78,0.0,Mobile Pay,Completed,POS-v2
ORD-610629,1,2025-02-26 20:03:59,10,553,115,2,80.31,0.0,Credit Card,Returned,POS-v2
ORD-714274,1,2026-07-20 19:40:34,10,1087,129,1,24.64,0.0,Debit Card,Completed,POS-v2
ORD-714245,1,2026-07-20 20:58:10,15,343,60,1,206.81,0.0,Debit Card,Completed,POS-v2
ORD-713571,1,2026-07-17 16:56:54,7,464,42,1,77.88,0.0,Gift Card,Cancelled,POS-v2
ORD-713154,1,2026-07-15 15:05:16,1,953,138,1,101.54,0.0,Cash,COMPLETED,POS-v2
ORD-714010,4,2026-07-19 13:49:54,9,286,40,1,364.97,0.0,Cash,Completed,POS-v2
ORD-714570,2,2026-07-21 14:42:36,16,580,96,2,66.59,19.98,Credit Card,Completed,POS-v2
ORD-713791,1,2026-07-18 16:50:30,7,835,185,1,93.73,0.0,Debit Card,Completed,POS-v2
ORD-713551,1,2026-07-17 15:52:12,2,920,132,1,29.88,0.0,Mobile Pay,Completed,POS-v2
ORD-713910,1,2026-07-18 18:30:32,3,,28,1,204.69,0.0,Cash,Cancelled,POS-v2
ORD-714490,2,2026-07-21 14:49:31,10,674,141,1,1122.69,0.0,Gift Card,Completed,POS-v2
ORD-714363,1,2026-07-20 19:51:15,12,680,11,1,338.28,0.0,Credit Card,Completed,POS-v2
ORD-714334,1,2026-07-20 20:31:07,16,,3,1,346.86,0.0,Cash,Completed,POS-v2
ORD-713228,2,2026-07-15 16:07:17,17,505,173,2,2.96,0.0,Cash,Returned,POS-v2
ORD-550597,1,2024-04-18 12:34:16,14,896,102,1,428.38,0.0,Cash,Returned,POS-v2
ORD-713637,2,2026-07-17 12:52:55,7,523,132,1,29.88,0.0,Gift Card,Completed,POS-v2
ORD-713929,1,2026-07-18 13:16:22,19,,166,1,4.90,0.0,Gift Card,Completed,POS-v2
ORD-713536,2,2026-07-17 15:37:10,9,250,234,3,129.98,19.5,Gift Card,Completed,POS-v2
ORD-713849,1,2026-07-18 17:46:36,8,426,112,3,79.39,0.0,Mobile Pay,Completed,POS-v2
ORD-713955,1,2026-07-18 20:53:20,5,1142,159,1,126.56,0.0,Credit Card,COMPLETED,POS-v2
